Time,freqHz,T2,T3,J1_flange_0a_phi,J1_flange_0a_tau,J1_flange_0b_phi,J1_flange_0b_tau,J1_J,J1_stateSelect,_J1_phi_start,J1_phi,der_J1_phi_,_J1_w_start,J1_w,der_J1_w_,J1_a,torque_useSupport,torque_flange_phi,torque_flange_tau,torque_support_phi,torque_support_tau,torque_phi_0support,torque_tau,clutch1_phi_0rel,der_clutch1_phi_0rel_,clutch1_w_0rel,der_clutch1_w_0rel_,clutch1_a_0rel,clutch1_tau,clutch1_flange_0a_phi,clutch1_flange_0a_tau,clutch1_flange_0b_phi,clutch1_flange_0b_tau,clutch1_phi_0nominal,clutch1_stateSelect,clutch1_mue_0pos_1__1_,clutch1_mue_0pos_1__2_,clutch1_peak,clutch1_cgeo,clutch1_fn_0max,clutch1_w_0small,clutch1_w_0relfric,clutch1_a_0relfric,clutch1_tau0,clutch1_tau0_0max,clutch1_free,clutch1_sa,_clutch1_startForward_start,clutch1_startForward,_clutch1_startBackward_start,clutch1_startBackward,_clutch1_locked_start,clutch1_locked,clutch1_Unknown,clutch1_Free,clutch1_Forward,clutch1_Stuck,clutch1_Backward,_clutch1_mode_start,clutch1_mode,clutch1_unitAngularAcceleration,clutch1_unitTorque,clutch1_useHeatPort,clutch1_lossPower,clutch1_mue0,clutch1_fn,clutch1_f_0normalized,sin1_amplitude,sin1_freqHz,sin1_phase,sin1_offset,sin1_startTime,sin1_y,sin1_pi,step1_height,step1_y,step1_offset,step1_startTime,J2_flange_0a_phi,J2_flange_0a_tau,J2_flange_0b_phi,J2_flange_0b_tau,J2_J,J2_stateSelect,_J2_phi_start,J2_phi,der_J2_phi_,_J2_w_start,J2_w,der_J2_w_,J2_a,clutch2_phi_0rel,der_clutch2_phi_0rel_,clutch2_w_0rel,der_clutch2_w_0rel_,clutch2_a_0rel,clutch2_tau,clutch2_flange_0a_phi,clutch2_flange_0a_tau,clutch2_flange_0b_phi,clutch2_flange_0b_tau,clutch2_phi_0nominal,clutch2_stateSelect,clutch2_mue_0pos_1__1_,clutch2_mue_0pos_1__2_,clutch2_peak,clutch2_cgeo,clutch2_fn_0max,clutch2_w_0small,clutch2_w_0relfric,clutch2_a_0relfric,clutch2_tau0,clutch2_tau0_0max,clutch2_free,clutch2_sa,_clutch2_startForward_start,clutch2_startForward,_clutch2_startBackward_start,clutch2_startBackward,_clutch2_locked_start,clutch2_locked,clutch2_Unknown,clutch2_Free,clutch2_Forward,clutch2_Stuck,clutch2_Backward,_clutch2_mode_start,clutch2_mode,clutch2_unitAngularAcceleration,clutch2_unitTorque,clutch2_useHeatPort,clutch2_lossPower,clutch2_mue0,clutch2_fn,clutch2_f_0normalized,J3_flange_0a_phi,J3_flange_0a_tau,J3_flange_0b_phi,J3_flange_0b_tau,J3_J,J3_stateSelect,_J3_phi_start,J3_phi,der_J3_phi_,_J3_w_start,J3_w,der_J3_w_,J3_a,clutch3_phi_0rel,der_clutch3_phi_0rel_,clutch3_w_0rel,der_clutch3_w_0rel_,clutch3_a_0rel,clutch3_tau,clutch3_flange_0a_phi,clutch3_flange_0a_tau,clutch3_flange_0b_phi,clutch3_flange_0b_tau,clutch3_phi_0nominal,clutch3_stateSelect,clutch3_mue_0pos_1__1_,clutch3_mue_0pos_1__2_,clutch3_peak,clutch3_cgeo,clutch3_fn_0max,clutch3_w_0small,clutch3_w_0relfric,clutch3_a_0relfric,clutch3_tau0,clutch3_tau0_0max,clutch3_free,clutch3_sa,_clutch3_startForward_start,clutch3_startForward,_clutch3_startBackward_start,clutch3_startBackward,_clutch3_locked_start,clutch3_locked,clutch3_Unknown,clutch3_Free,clutch3_Forward,clutch3_Stuck,clutch3_Backward,_clutch3_mode_start,clutch3_mode,clutch3_unitAngularAcceleration,clutch3_unitTorque,clutch3_useHeatPort,clutch3_lossPower,clutch3_mue0,clutch3_fn,clutch3_f_0normalized,J4_flange_0a_phi,J4_flange_0a_tau,J4_flange_0b_phi,J4_flange_0b_tau,J4_J,J4_stateSelect,_J4_phi_start,J4_phi,der_J4_phi_,_J4_w_start,J4_w,der_J4_w_,J4_a,sin2_amplitude,sin2_freqHz,sin2_phase,sin2_offset,sin2_startTime,sin2_y,sin2_pi,step2_height,step2_y,step2_offset,step2_startTime,fixed_phi0,fixed_flange_phi,fixed_flange_tau,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_NumberOfContinuousStates,fmi_NumberOfEventIndicators
0.228,0.2,0.4,0.9,2.08611,7.70513,2.08611,-9.5946,1,3,0,2.08611,7.86061,10,7.86061,-1.88947,-1.88947,1,2.08611,-7.70513,0,7.70513,0,7.70513,-1.82795,-5.61142,-5.61142,11.4841,11.4841,-9.5946,2.08611,9.5946,0.258165,-9.5946,0.0001,4,0,0.5,1.1,1,20,1e+010,-5.61142,11.4841,9.5946,10.5541,0,0.930006,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,53.8393,0.5,19.1892,0.95946,10,5,0,0,0,7.70513,3.14159,1,0,0,0.4,0.258165,9.5946,0.258165,0,1,3,0,0.258165,2.24919,0,2.24919,9.5946,9.5946,-0.258165,-2.24919,-2.24919,-9.5946,-9.5946,0,0.258165,-0,2.77556e-016,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-2.24919,-9.5946,0,0,1,-9.5946,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,2.77556e-016,-0,2.77556e-016,0,1,3,0,2.77556e-016,-4.44089e-016,0,-4.44089e-016,0,0,-5.89576e-015,-3.78203e-014,-3.78203e-014,-4.37147e-016,-4.37147e-016,0,2.77556e-016,-0,-5.6182e-015,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.78203e-014,-4.37147e-016,0,0,1,-4.37147e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-5.6182e-015,-0,-5.6182e-015,0,1,3,0,-5.6182e-015,-3.82644e-014,0,-3.82644e-014,-4.37147e-016,-4.37147e-016,1,0.2,1.57,0,0,0.95946,3.14159,1,0,0,0.9,0,0,-7.70513,0,1,8,54
0.231,0.2,0.4,0.9,2.10968,8.27081,2.10968,-9.58391,1,3,0,2.10968,7.85584,10,7.85584,-1.3131,-1.3131,1,2.10968,-8.27081,0,8.27081,0,8.27081,-1.84473,-5.57789,-5.57789,10.897,10.897,-9.58391,2.10968,9.58391,0.264956,-9.58391,0.0001,4,0,0.5,1.1,1,20,1e+010,-5.57789,10.897,9.58391,10.5423,0,0.354709,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,53.458,0.5,19.1678,0.95839,10,5,0,0,0,8.27081,3.14159,1,0,0,0.4,0.264956,9.58391,0.264956,0,1,3,0,0.264956,2.27795,0,2.27795,9.58391,9.58391,-0.264956,-2.27795,-2.27795,-9.58391,-9.58391,0,0.264956,-0,0,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-2.27795,-9.58391,0,0,1,-9.58391,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,0,-0,0,0,1,3,0,0,4.44089e-016,0,4.44089e-016,0,0,-6.00914e-015,-3.78244e-014,-3.78244e-014,-5.16183e-016,-5.16183e-016,0,0,-0,-6.00914e-015,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.78244e-014,-5.16183e-016,0,0,1,-5.16183e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-6.00914e-015,-0,-6.00914e-015,0,1,3,0,-6.00914e-015,-3.73803e-014,0,-3.73803e-014,-5.16183e-016,-5.16183e-016,1,0.2,1.57,0,0,0.95839,3.14159,1,0,0,0.9,0,0,-8.27081,0,1,8,54
0.234,0.2,0.4,0.9,2.13324,8.76307,2.13324,-9.57308,1,3,0,2.13324,7.85272,10,7.85272,-0.810008,-0.810008,1,2.13324,-8.76307,0,8.76307,0,8.76307,-1.86141,-5.54603,-5.54603,10.3831,10.3831,-9.57308,2.13324,9.57308,0.271833,-9.57308,0.0001,4,0,0.5,1.1,1,20,1e+010,-5.54603,10.3831,9.57308,10.5304,0,-0.147299,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,53.0926,0.5,19.1462,0.957308,10,5,0,0,0,8.76307,3.14159,1,0,0,0.4,0.271833,9.57308,0.271833,0,1,3,0,0.271833,2.30669,0,2.30669,9.57308,9.57308,-0.271833,-2.30669,-2.30669,-9.57308,-9.57308,0,0.271833,-0,5.55112e-016,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-2.30669,-9.57308,0,0,1,-9.57308,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,5.55112e-016,-0,5.55112e-016,0,1,3,0,5.55112e-016,0,0,0,0,0,-6.12257e-015,-3.78275e-014,-3.78275e-014,-4.96833e-016,-4.96833e-016,0,5.55112e-016,-0,-5.56746e-015,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.78275e-014,-4.96833e-016,0,0,1,-4.96833e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-5.56746e-015,-0,-5.56746e-015,0,1,3,0,-5.56746e-015,-3.78275e-014,0,-3.78275e-014,-4.96833e-016,-4.96833e-016,1,0.2,1.57,0,0,0.957308,3.14159,1,0,0,0.9,0,0,-8.76307,0,1,8,54
0.237,0.2,0.4,0.9,2.15679,9.17755,2.15679,-9.56211,1,3,0,2.15679,7.85102,10,7.85102,-0.384563,-0.384563,1,2.15679,-9.17755,0,9.17755,0,9.17755,-1.878,-5.51563,-5.51563,9.94667,9.94667,-9.56211,2.15679,9.56211,0.278796,-9.56211,0.0001,4,0,0.5,1.1,1,20,1e+010,-5.51563,9.94667,9.56211,10.5183,0,-0.571648,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,52.7411,0.5,19.1242,0.956211,10,5,0,0,0,9.17755,3.14159,1,0,0,0.4,0.278796,9.56211,0.278796,0,1,3,0,0.278796,2.33539,0,2.33539,9.56211,9.56211,-0.278796,-2.33539,-2.33539,-9.56211,-9.56211,0,0.278796,-0,3.33067e-016,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-2.33539,-9.56211,0,0,1,-9.56211,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,3.33067e-016,-0,3.33067e-016,0,1,3,0,3.33067e-016,4.44089e-016,0,4.44089e-016,0,0,-6.23602e-015,-3.78323e-014,-3.78323e-014,-5.25692e-016,-5.25692e-016,0,3.33067e-016,-0,-5.90295e-015,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.78323e-014,-5.25692e-016,0,0,1,-5.25692e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-5.90295e-015,-0,-5.90295e-015,0,1,3,0,-5.90295e-015,-3.73882e-014,0,-3.73882e-014,-5.25692e-016,-5.25692e-016,1,0.2,1.57,0,0,0.956211,3.14159,1,0,0,0.9,0,0,-9.17755,0,1,8,54
0.24,0.2,0.4,0.9,2.18034,9.51056,2.18034,-9.55101,1,3,0,2.18034,7.85049,10,7.85049,-0.0404427,-0.0404427,1,2.18034,-9.51056,0,9.51056,0,9.51056,-1.8945,-5.48642,-5.48642,9.59145,9.59145,-9.55101,2.18034,9.55101,0.285845,-9.55101,0.0001,4,0,0.5,1.1,1,20,1e+010,-5.48642,9.59145,9.55101,10.5061,0,-0.914658,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,52.4009,0.5,19.102,0.955101,10,5,0,0,0,9.51056,3.14159,1,0,0,0.4,0.285845,9.55101,0.285845,0,1,3,0,0.285845,2.36406,0,2.36406,9.55101,9.55101,-0.285845,-2.36406,-2.36406,-9.55101,-9.55101,0,0.285845,-0,5.55112e-016,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-2.36406,-9.55101,0,0,1,-9.55101,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,5.55112e-016,-0,5.55112e-016,0,1,3,0,5.55112e-016,4.44089e-016,0,4.44089e-016,0,0,-6.3495e-015,-3.78355e-014,-3.78355e-014,-5.13937e-016,-5.13937e-016,0,5.55112e-016,-0,-5.79439e-015,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.78355e-014,-5.13937e-016,0,0,1,-5.13937e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-5.79439e-015,-0,-5.79439e-015,0,1,3,0,-5.79439e-015,-3.73914e-014,0,-3.73914e-014,-5.13937e-016,-5.13937e-016,1,0.2,1.57,0,0,0.955101,3.14159,1,0,0,0.9,0,0,-9.51056,0,1,8,54
0.243,0.2,0.4,0.9,2.20389,9.75917,2.20389,-9.53977,1,3,0,2.20389,7.85083,10,7.85083,0.219397,0.219397,1,2.20389,-9.75917,0,9.75917,0,9.75917,-1.91091,-5.45813,-5.45813,9.32037,9.32037,-9.53977,2.20389,9.53977,0.29298,-9.53977,0.0001,4,0,0.5,1.1,1,20,1e+010,-5.45813,9.32037,9.53977,10.4937,0,-1.17337,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,52.0693,0.5,19.0795,0.953977,10,5,0,0,0,9.75917,3.14159,1,0,0,0.4,0.29298,9.53977,0.29298,0,1,3,0,0.29298,2.3927,0,2.3927,9.53977,9.53977,-0.29298,-2.3927,-2.3927,-9.53977,-9.53977,0,0.29298,-0,7.77156e-016,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-2.3927,-9.53977,0,0,1,-9.53977,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,7.77156e-016,-0,7.77156e-016,0,1,3,0,7.77156e-016,0,0,0,0,0,-6.46299e-015,-3.78372e-014,-3.78372e-014,-5.20041e-016,-5.20041e-016,0,7.77156e-016,-0,-5.68583e-015,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.78372e-014,-5.20041e-016,0,0,1,-5.20041e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-5.68583e-015,-0,-5.68583e-015,0,1,3,0,-5.68583e-015,-3.78372e-014,0,-3.78372e-014,-5.20041e-016,-5.20041e-016,1,0.2,1.57,0,0,0.953977,3.14159,1,0,0,0.9,0,0,-9.75917,0,1,8,54
0.246,0.2,0.4,0.9,2.22744,9.92115,2.22744,-9.5284,1,3,0,2.22744,7.85181,10,7.85181,0.39275,0.39275,1,2.22744,-9.92115,0,9.92115,0,9.92115,-1.92724,-5.43051,-5.43051,9.13565,9.13565,-9.5284,2.22744,9.5284,0.300201,-9.5284,0.0001,4,0,0.5,1.1,1,20,1e+010,-5.43051,9.13565,9.5284,10.4812,0,-1.34559,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,51.7441,0.5,19.0568,0.95284,10,5,0,0,0,9.92115,3.14159,1,0,0,0.4,0.300201,9.5284,0.300201,0,1,3,0,0.300201,2.4213,0,2.4213,9.5284,9.5284,-0.300201,-2.4213,-2.4213,-9.5284,-9.5284,0,0.300201,-0,2.22045e-016,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-2.4213,-9.5284,0,0,1,-9.5284,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,2.22045e-016,-0,2.22045e-016,0,1,3,0,2.22045e-016,-4.44089e-016,0,-4.44089e-016,0,0,-6.57649e-015,-3.78375e-014,-3.78375e-014,-5.36341e-016,-5.36341e-016,0,2.22045e-016,-0,-6.35444e-015,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.78375e-014,-5.36341e-016,0,0,1,-5.36341e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-6.35444e-015,-0,-6.35444e-015,0,1,3,0,-6.35444e-015,-3.82816e-014,0,-3.82816e-014,-5.36341e-016,-5.36341e-016,1,0.2,1.57,0,0,0.95284,3.14159,1,0,0,0.9,0,0,-9.92115,0,1,8,54
0.249,0.2,0.4,0.9,2.251,9.99507,2.251,-9.51689,1,3,0,2.251,7.85327,10,7.85327,0.478176,0.478176,1,2.251,-9.99507,0,9.99507,0,9.99507,-1.94349,-5.4034,-5.4034,9.03871,9.03871,-9.51689,2.251,9.51689,0.307508,-9.51689,0.0001,4,0,0.5,1.1,1,20,1e+010,-5.4034,9.03871,9.51689,10.4686,0,-1.42987,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,51.4236,0.5,19.0338,0.951689,10,5,0,0,0,9.99507,3.14159,1,0,0,0.4,0.307508,9.51689,0.307508,0,1,3,0,0.307508,2.44987,0,2.44987,9.51689,9.51689,-0.307508,-2.44987,-2.44987,-9.51689,-9.51689,0,0.307508,-0,1.11022e-016,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-2.44987,-9.51689,0,0,1,-9.51689,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,1.11022e-016,-0,1.11022e-016,0,1,3,0,1.11022e-016,4.44089e-016,0,4.44089e-016,0,0,-6.69004e-015,-3.78371e-014,-3.78371e-014,-5.47919e-016,-5.47919e-016,0,1.11022e-016,-0,-6.57901e-015,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.78371e-014,-5.47919e-016,0,0,1,-5.47919e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-6.57901e-015,-0,-6.57901e-015,0,1,3,0,-6.57901e-015,-3.7393e-014,0,-3.7393e-014,-5.47919e-016,-5.47919e-016,1,0.2,1.57,0,0,0.951689,3.14159,1,0,0,0.9,0,0,-9.99507,0,1,8,54
0.252,0.2,0.4,0.9,2.27456,9.98027,2.27456,-9.50525,1,3,0,2.27456,7.85485,10,7.85485,0.475022,0.475022,1,2.27456,-9.98027,0,9.98027,0,9.98027,-1.95966,-5.37645,-5.37645,9.03022,9.03022,-9.50525,2.27456,9.50525,0.3149,-9.50525,0.0001,4,0,0.5,1.1,1,20,1e+010,-5.37645,9.03022,9.50525,10.4558,0,-1.42555,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,51.1045,0.5,19.0105,0.950525,10,5,0,0,0,9.98027,3.14159,1,0,0,0.4,0.3149,9.50525,0.3149,0,1,3,0,0.3149,2.4784,0,2.4784,9.50525,9.50525,-0.3149,-2.4784,-2.4784,-9.50525,-9.50525,0,0.3149,-0,2.22045e-016,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-2.4784,-9.50525,0,0,1,-9.50525,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,2.22045e-016,-0,2.22045e-016,0,1,3,0,2.22045e-016,4.44089e-016,0,4.44089e-016,0,0,-6.80359e-015,-3.78364e-014,-3.78364e-014,-5.50239e-016,-5.50239e-016,0,2.22045e-016,-0,-6.58154e-015,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.78364e-014,-5.50239e-016,0,0,1,-5.50239e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-6.58154e-015,-0,-6.58154e-015,0,1,3,0,-6.58154e-015,-3.73923e-014,0,-3.73923e-014,-5.50239e-016,-5.50239e-016,1,0.2,1.57,0,0,0.950525,3.14159,1,0,0,0.9,0,0,-9.98027,0,1,8,54
0.255,0.2,0.4,0.9,2.29812,9.87688,2.29812,-9.49347,1,3,0,2.29812,7.85626,10,7.85626,0.383417,0.383417,1,2.29812,-9.87688,0,9.87688,0,9.87688,-1.97574,-5.34936,-5.34936,9.11005,9.11005,-9.49347,2.29812,9.49347,0.322378,-9.49347,0.0001,4,0,0.5,1.1,1,20,1e+010,-5.34936,9.11005,9.49347,10.4428,0,-1.33276,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,50.784,0.5,18.9869,0.949347,10,5,0,0,0,9.87688,3.14159,1,0,0,0.4,0.322378,9.49347,0.322378,0,1,3,0,0.322378,2.5069,0,2.5069,9.49347,9.49347,-0.322378,-2.5069,-2.5069,-9.49347,-9.49347,0,0.322378,-0,3.33067e-016,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-2.5069,-9.49347,0,0,1,-9.49347,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,3.33067e-016,-0,3.33067e-016,0,1,3,0,3.33067e-016,0,0,0,0,0,-6.91713e-015,-3.7836e-014,-3.7836e-014,-5.44852e-016,-5.44852e-016,0,3.33067e-016,-0,-6.58406e-015,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.7836e-014,-5.44852e-016,0,0,1,-5.44852e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-6.58406e-015,-0,-6.58406e-015,0,1,3,0,-6.58406e-015,-3.7836e-014,0,-3.7836e-014,-5.44852e-016,-5.44852e-016,1,0.2,1.57,0,0,0.949347,3.14159,1,0,0,0.9,0,0,-9.87688,0,1,8,54
0.258,0.2,0.4,0.9,2.32169,9.68583,2.32169,-9.48155,1,3,0,2.32169,7.85719,10,7.85719,0.204278,0.204278,1,2.32169,-9.68583,0,9.68583,0,9.68583,-1.99175,-5.32183,-5.32183,9.27728,9.27728,-9.48155,2.32169,9.48155,0.329942,-9.48155,0.0001,4,0,0.5,1.1,1,20,1e+010,-5.32183,9.27728,9.48155,10.4297,0,-1.15243,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,50.4592,0.5,18.9631,0.948155,10,5,0,0,0,9.68583,3.14159,1,0,0,0.4,0.329942,9.48155,0.329942,0,1,3,0,0.329942,2.53536,0,2.53536,9.48155,9.48155,-0.329942,-2.53536,-2.53536,-9.48155,-9.48155,0,0.329942,-0,5.55112e-017,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-2.53536,-9.48155,0,0,1,-9.48155,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,5.55112e-017,-0,5.55112e-017,0,1,3,0,5.55112e-017,-4.44089e-016,0,-4.44089e-016,0,0,-7.03065e-015,-3.78367e-014,-3.78367e-014,-6.03489e-016,-6.03489e-016,0,5.55112e-017,-0,-6.97513e-015,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.78367e-014,-6.03489e-016,0,0,1,-6.03489e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-6.97513e-015,-0,-6.97513e-015,0,1,3,0,-6.97513e-015,-3.82808e-014,0,-3.82808e-014,-6.03489e-016,-6.03489e-016,1,0.2,1.57,0,0,0.948155,3.14159,1,0,0,0.9,0,0,-9.68583,0,1,8,54
0.261,0.2,0.4,0.9,2.34526,9.40881,2.34526,-9.4695,1,3,0,2.34526,7.85753,10,7.85753,-0.060697,-0.060697,1,2.34526,-9.40881,0,9.40881,0,9.40881,-2.00767,-5.29374,-5.29374,9.5302,9.5302,-9.4695,2.34526,9.4695,0.337591,-9.4695,0.0001,4,0,0.5,1.1,1,20,1e+010,-5.29374,9.5302,9.4695,10.4165,0,-0.886253,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,50.1291,0.5,18.939,0.94695,10,5,0,0,0,9.40881,3.14159,1,0,0,0.4,0.337591,9.4695,0.337591,0,1,3,0,0.337591,2.56379,0,2.56379,9.4695,9.4695,-0.337591,-2.56379,-2.56379,-9.4695,-9.4695,0,0.337591,-0,-1.11022e-016,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-2.56379,-9.4695,0,0,1,-9.4695,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-1.11022e-016,-0,-1.11022e-016,0,1,3,0,-1.11022e-016,-4.44089e-016,0,-4.44089e-016,0,0,-7.14418e-015,-3.78368e-014,-3.78368e-014,-6.06173e-016,-6.06173e-016,0,-1.11022e-016,-0,-7.2552e-015,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.78368e-014,-6.06173e-016,0,0,1,-6.06173e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-7.2552e-015,-0,-7.2552e-015,0,1,3,0,-7.2552e-015,-3.82809e-014,0,-3.82809e-014,-6.06173e-016,-6.06173e-016,1,0.2,1.57,0,0,0.94695,3.14159,1,0,0,0.9,0,0,-9.40881,0,1,8,54
0.264,0.2,0.4,0.9,2.36883,9.04827,2.36883,-9.45732,1,3,0,2.36883,7.85694,10,7.85694,-0.409051,-0.409051,1,2.36883,-9.04827,0,9.04827,0,9.04827,-2.02351,-5.26476,-5.26476,9.86637,9.86637,-9.45732,2.36883,9.45732,0.345324,-9.45732,0.0001,4,0,0.5,1.1,1,20,1e+010,-5.26476,9.86637,9.45732,10.4031,0,-0.536681,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,49.7905,0.5,18.9146,0.945732,10,5,0,0,0,9.04827,3.14159,1,0,0,0.4,0.345324,9.45732,0.345324,0,1,3,0,0.345324,2.59218,0,2.59218,9.45732,9.45732,-0.345324,-2.59218,-2.59218,-9.45732,-9.45732,0,0.345324,-0,1.11022e-015,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-2.59218,-9.45732,0,0,1,-9.45732,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,1.11022e-015,-0,1.11022e-015,0,1,3,0,1.11022e-015,0,0,0,0,0,-7.25771e-015,-3.78376e-014,-3.78376e-014,-5.87586e-016,-5.87586e-016,0,1.11022e-015,-0,-6.14749e-015,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.78376e-014,-5.87586e-016,0,0,1,-5.87586e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-6.14749e-015,-0,-6.14749e-015,0,1,3,0,-6.14749e-015,-3.78376e-014,0,-3.78376e-014,-5.87586e-016,-5.87586e-016,1,0.2,1.57,0,0,0.945732,3.14159,1,0,0,0.9,0,0,-9.04827,0,1,8,54
0.267,0.2,0.4,0.9,2.3924,8.60742,2.3924,-9.445,1,3,0,2.3924,7.85515,10,7.85515,-0.837584,-0.837584,1,2.3924,-8.60742,0,8.60742,0,8.60742,-2.03926,-5.23462,-5.23462,10.2826,10.2826,-9.445,2.3924,9.445,0.353144,-9.445,0.0001,4,0,0.5,1.1,1,20,1e+010,-5.23462,10.2826,9.445,10.3895,0,-0.106916,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,49.441,0.5,18.89,0.9445,10,5,0,0,0,8.60742,3.14159,1,0,0,0.4,0.353144,9.445,0.353144,0,1,3,0,0.353144,2.62053,0,2.62053,9.445,9.445,-0.353144,-2.62053,-2.62053,-9.445,-9.445,0,0.353144,-0,1.11022e-016,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-2.62053,-9.445,0,0,1,-9.445,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,1.11022e-016,-0,1.11022e-016,0,1,3,0,1.11022e-016,-2.22045e-015,0,-2.22045e-015,0,0,-7.37124e-015,-3.7839e-014,-3.7839e-014,-6.16862e-016,-6.16862e-016,0,1.11022e-016,-0,-7.26022e-015,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-3.7839e-014,-6.16862e-016,0,0,1,-6.16862e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-7.26022e-015,-0,-7.26022e-015,0,1,3,0,-7.26022e-015,-4.00594e-014,0,-4.00594e-014,-6.16862e-016,-6.16862e-016,1,0.2,1.57,0,0,0.9445,3.14159,1,0,0,0.9,0,0,-8.60742,0,1,8,54
